customer_id,age,annual_income,debt_to_income,loan_amount,employment_years,previous_default,missed_payments_12m,credit_history_years,savings_amount,esg_score,sector,region,risk_label
CUST000044,45,45930.0,0.047,31812.0,4.8,0,2,10.6,7743.0,54.0,Retail,Ile-de-France,0
CUST000045,43,85116.0,0.617,56360.0,10.2,0,2,17.2,8621.0,59.0,Technology,Ile-de-France,0
CUST000046,44,43458.0,0.17,33440.0,3.6,0,1,22.4,14421.0,75.0,Services,Occitanie,0
CUST000047,52,22721.0,0.59,15150.0,11.5,0,2,19.6,7332.0,51.0,Manufacturing,Hauts-de-France,1
CUST000048,44,34255.0,0.299,35255.0,4.3,0,1,21.7,11354.0,72.0,Retail,Occitanie,0
CUST000049,49,60504.0,0.325,34841.0,4.0,0,0,24.5,7875.0,56.0,Manufacturing,Occitanie,0
CUST000050,43,10210.0,1.521,89937.0,3.0,0,0,14.5,8901.0,58.0,Services,Grand Est,1
CUST000051,45,24854.0,0.52,13429.0,4.3,0,0,24.7,10708.0,53.0,Construction,Grand Est,0
CUST000052,49,35409.0,0.38,31584.0,9.4,0,0,11.9,0.0,44.0,Healthcare,Ile-de-France,0
CUST000053,26,37595.0,0.128,37794.0,4.8,0,0,2.9,5598.0,61.0,Retail,Ile-de-France,0
CUST000054,38,41170.0,0.681,16293.0,12.0,0,0,20.0,,74.0,Healthcare,Ile-de-France,0
CUST000055,37,26932.0,0.523,15196.0,6.9,0,0,19.0,6992.0,76.0,Healthcare,Grand Est,1
CUST000056,35,36866.0,0.75,28243.0,7.2,0,0,12.1,6136.0,45.0,Technology,Ile-de-France,1
CUST000057,39,35346.0,0.15,22761.0,3.9,0,1,12.3,3278.0,30.0,Construction,Auvergne-Rhone-Alpes,0
CUST000058,58,66370.0,0.123,43266.0,13.0,0,1,29.5,2576.0,54.0,Healthcare,Nouvelle-Aquitaine,0
CUST000059,32,67426.0,0.068,60535.0,10.4,0,0,5.3,7430.0,78.0,Services,Occitanie,0
CUST000060,53,45149.0,0.402,23493.0,10.2,0,0,31.0,19953.0,62.0,Services,Nouvelle-Aquitaine,0
CUST000061,23,40713.0,0.713,10706.0,5.0,0,1,0.5,14333.0,48.0,Services,Hauts-de-France,0
CUST000062,38,50905.0,0.445,19068.0,2.8,1,2,17.2,13050.0,,Manufacturing,Nouvelle-Aquitaine,1
CUST000063,44,34064.0,0.569,37619.0,7.5,0,1,26.0,1603.0,56.0,Public sector,Hauts-de-France,1
CUST000064,48,29652.0,0.29,14239.0,9.2,0,1,22.7,3732.0,53.0,Technology,Ile-de-France,0
CUST000065,50,32340.0,0.496,12170.0,9.2,0,0,17.6,3084.0,72.0,Services,Hauts-de-France,0
CUST000066,51,36766.0,0.292,40545.0,8.5,0,0,18.6,7183.0,80.0,Public sector,Nouvelle-Aquitaine,0
CUST000067,38,29446.0,0.46,20431.0,8.3,0,1,17.3,3135.0,49.0,Technology,Ile-de-France,0
CUST000068,37,51381.0,0.161,29388.0,4.3,0,1,11.7,4299.0,70.0,Services,Grand Est,0
CUST000069,51,65214.0,0.127,19736.0,4.4,0,1,30.8,10771.0,60.0,Construction,Grand Est,0
CUST000070,40,24646.0,0.395,18252.0,3.0,0,0,12.1,7671.0,42.0,Services,Hauts-de-France,0
CUST000071,28,48509.0,0.355,40253.0,10.0,0,2,7.6,81.0,52.0,Manufacturing,Grand Est,1
CUST000072,30,43765.0,0.645,30126.0,12.0,0,3,4.1,8730.0,58.0,Manufacturing,Auvergne-Rhone-Alpes,0
CUST000073,32,55403.0,0.027,23245.0,14.0,0,0,3.0,8887.0,53.0,Construction,Ile-de-France,0
CUST000074,47,47740.0,0.163,28562.0,7.8,0,0,19.8,18671.0,35.0,Services,Ile-de-France,1
CUST000075,44,26067.0,2.112,20284.0,8.3,0,7,12.4,469.0,61.0,Services,Hauts-de-France,1
CUST000076,50,28247.0,0.28,19510.0,6.2,0,2,32.0,4321.0,73.0,Technology,Hauts-de-France,0
CUST000077,37,48597.0,0.507,25845.0,7.7,0,1,11.5,11499.0,73.0,Construction,Grand Est,1
CUST000078,44,73943.0,0.598,43333.0,3.6,0,1,22.5,1002.0,47.0,Retail,Hauts-de-France,0
CUST000079,49,18939.0,0.45,21817.0,6.1,1,5,21.0,1867.0,51.0,Services,Occitanie,1
CUST000080,39,55501.0,0.592,36492.0,4.0,0,2,8.2,4191.0,63.0,Public sector,Ile-de-France,0
CUST000081,47,79110.0,0.269,41620.0,5.6,0,2,20.7,546.0,66.0,Healthcare,Ile-de-France,0
CUST000082,35,45012.0,0.315,29209.0,4.2,0,0,16.1,8219.0,60.0,Services,Nouvelle-Aquitaine,0
CUST000083,38,60478.0,0.309,42168.0,9.2,0,1,10.1,508.0,67.0,Services,Hauts-de-France,0
CUST000084,38,35727.0,0.53,32114.0,9.8,0,1,8.2,0.0,37.0,Manufacturing,Ile-de-France,0
CUST000085,29,45653.0,0.387,49463.0,8.2,0,0,4.9,7633.0,70.0,Technology,Grand Est,1
CUST000086,47,24299.0,0.619,20249.0,4.4,0,2,24.7,5192.0,,Manufacturing,Occitanie,1
CUST000087,37,17932.0,0.744,13766.0,2.9,0,0,19.0,2.0,60.0,Healthcare,Auvergne-Rhone-Alpes,0
CUST000088,42,71319.0,0.466,39261.0,9.9,0,0,18.9,21569.0,80.0,Retail,Grand Est,0
CUST000089,47,31738.0,0.723,31212.0,6.8,0,0,25.5,10780.0,42.0,Healthcare,Nouvelle-Aquitaine,0
CUST000090,47,39642.0,0.256,32733.0,1.8,1,2,26.0,217.0,52.0,Retail,Occitanie,1
CUST000091,49,26813.0,0.326,9262.0,7.4,0,2,17.7,5810.0,33.0,Construction,Auvergne-Rhone-Alpes,0
CUST000092,41,26550.0,0.303,15366.0,8.3,0,1,10.7,6527.0,58.0,Retail,Auvergne-Rhone-Alpes,1
CUST000093,37,44620.0,0.361,18384.0,2.2,0,0,6.0,804.0,71.0,Retail,Ile-de-France,1
CUST000094,41,35332.0,0.299,28253.0,,0,1,8.7,3976.0,58.0,Retail,Nouvelle-Aquitaine,0
CUST000095,23,56258.0,0.285,17189.0,2.5,0,3,2.4,2858.0,57.0,Services,Hauts-de-France,0
CUST000096,26,58048.0,0.332,25910.0,4.1,0,0,2.6,11406.0,78.0,Services,Grand Est,0
CUST000097,27,54924.0,0.433,17936.0,2.5,0,3,2.4,9809.0,69.0,Technology,Grand Est,0
CUST000098,31,53059.0,0.27,25235.0,3.8,0,1,0.5,5737.0,62.0,Construction,Ile-de-France,0
CUST000099,46,93118.0,0.309,35602.0,2.9,0,0,28.0,15013.0,63.0,Manufacturing,Grand Est,0
CUST000100,32,30655.0,0.396,23208.0,12.0,1,3,2.1,6554.0,13.0,Manufacturing,Ile-de-France,0
CUST000101,38,46905.0,0.041,35795.0,5.9,0,2,20.0,2935.0,58.0,Services,Ile-de-France,0
CUST000102,56,77241.0,0.24,48842.0,5.1,0,2,23.0,21569.0,47.0,Healthcare,Hauts-de-France,0
CUST000103,38,81639.0,0.569,52324.0,12.6,0,3,8.5,9161.0,44.0,Retail,Grand Est,0
CUST000104,50,26418.0,0.226,23387.0,12.3,0,1,12.9,3572.0,80.0,Services,Grand Est,0
CUST000105,32,42098.0,0.19,34090.0,5.4,0,0,9.0,13834.0,51.0,Retail,Hauts-de-France,0
CUST000106,40,84912.0,0.681,72395.0,8.1,0,0,8.9,32770.0,85.0,Services,Ile-de-France,0
CUST000107,32,59418.0,0.289,48908.0,4.7,0,0,1.1,15043.0,44.0,Technology,Ile-de-France,0
CUST000108,38,52102.0,0.455,43198.0,6.4,0,3,5.5,5130.0,41.0,Retail,Ile-de-France,0
CUST000109,51,43806.0,0.064,34262.0,3.3,1,1,30.3,15859.0,67.0,Retail,Nouvelle-Aquitaine,0
CUST000110,23,40854.0,0.477,17571.0,5.0,0,2,1.9,0.0,57.0,Healthcare,Nouvelle-Aquitaine,0
CUST000111,47,54177.0,0.117,34315.0,12.9,0,0,29.0,237.0,60.0,Retail,Ile-de-France,0
CUST000112,45,43173.0,0.63,15742.0,11.7,0,3,16.2,722.0,62.0,Technology,Nouvelle-Aquitaine,0
CUST000113,35,47149.0,0.221,43211.0,7.0,0,2,11.2,1809.0,57.0,Services,Nouvelle-Aquitaine,0
CUST000114,26,49611.0,0.569,44293.0,1.6,0,1,0.5,11580.0,47.0,Construction,Occitanie,0
CUST000115,43,36104.0,0.177,31810.0,4.5,0,2,16.2,8546.0,67.0,Technology,Auvergne-Rhone-Alpes,0
CUST000116,36,60021.0,0.374,22293.0,6.4,0,0,8.1,5592.0,65.0,Retail,Auvergne-Rhone-Alpes,0
CUST000117,45,163234.0,0.487,115263.0,2.6,0,0,22.6,56082.0,74.0,Construction,Occitanie,0
CUST000118,42,22757.0,0.506,15810.0,2.3,0,0,22.6,1840.0,56.0,Services,Occitanie,0
CUST000119,60,54997.0,0.524,50623.0,14.9,0,2,40.5,11363.0,53.0,Services,Ile-de-France,0
CUST000120,39,34880.0,0.21,33124.0,10.9,0,0,9.4,2974.0,57.0,Technology,Ile-de-France,0
CUST000121,31,61173.0,0.287,23832.0,9.2,0,0,11.5,9104.0,83.0,Healthcare,Grand Est,0
CUST000122,44,48948.0,0.221,42699.0,10.2,0,1,18.8,9383.0,69.0,Services,Hauts-de-France,0
CUST000123,44,66101.0,0.219,63910.0,3.0,0,0,17.2,11938.0,32.0,Services,Ile-de-France,0
CUST000124,57,78643.0,0.195,82321.0,3.8,0,1,28.1,15480.0,29.0,Retail,Nouvelle-Aquitaine,0
CUST000125,51,52040.0,0.431,46108.0,7.8,0,1,22.9,1193.0,52.0,Technology,Nouvelle-Aquitaine,0
CUST000126,46,77220.0,0.363,67300.0,8.1,0,0,28.0,12046.0,69.0,Public sector,Ile-de-France,0
CUST000127,58,17932.0,0.472,3000.0,2.5,1,4,34.7,1302.0,59.0,Services,Ile-de-France,1
CUST000128,29,93615.0,0.492,43797.0,7.5,0,1,5.0,4611.0,73.0,Public sector,Grand Est,0
CUST000129,35,56189.0,0.709,29167.0,6.5,0,0,8.6,9374.0,54.0,Retail,Nouvelle-Aquitaine,0
CUST000130,32,75482.0,0.287,50686.0,11.4,0,0,14.0,12171.0,82.0,Healthcare,Ile-de-France,0
CUST000131,38,28756.0,0.239,33173.0,8.2,0,0,20.0,540.0,62.0,Construction,Hauts-de-France,0
CUST000132,27,33861.0,0.31,28822.0,9.0,0,0,0.5,217.0,65.0,Technology,Nouvelle-Aquitaine,0
CUST000133,49,51034.0,0.568,29070.0,5.4,0,0,22.5,825.0,72.0,Retail,Occitanie,0
CUST000134,40,47658.0,0.024,34605.0,3.1,0,0,13.8,20117.0,36.0,Services,Ile-de-France,0
CUST000135,26,54060.0,0.146,31934.0,8.0,0,2,1.8,2627.0,55.0,Retail,Ile-de-France,0
CUST000136,31,75694.0,0.433,45679.0,8.4,0,0,2.1,14434.0,66.0,Technology,Ile-de-France,0
CUST000137,45,22870.0,0.752,16608.0,6.5,0,1,22.4,2169.0,74.0,Public sector,Grand Est,1
CUST000138,51,72255.0,0.269,43784.0,3.9,0,1,33.0,20773.0,35.0,Services,Occitanie,0
CUST000139,64,48167.0,0.471,39700.0,5.4,0,1,31.8,57.0,52.0,Retail,Hauts-de-France,0
CUST000140,74,44063.0,0.356,39090.0,5.2,0,1,42.8,14883.0,65.0,Services,Ile-de-France,0
CUST000141,47,25876.0,0.457,20742.0,3.0,1,1,19.3,6655.0,60.0,Manufacturing,Hauts-de-France,1
CUST000142,31,59292.0,0.517,37243.0,1.2,0,2,3.6,12540.0,70.0,Manufacturing,Nouvelle-Aquitaine,0
CUST000143,21,17414.0,0.387,9740.0,3.0,1,1,3.0,3255.0,70.0,Services,Occitanie,1
CUST000144,45,63025.0,0.312,60241.0,10.3,1,3,25.5,13115.0,61.0,Healthcare,Auvergne-Rhone-Alpes,1
CUST000145,33,25649.0,0.772,12035.0,13.5,0,2,13.2,1009.0,65.0,Retail,Occitanie,0
CUST000146,37,49090.0,0.443,37571.0,11.7,0,1,10.5,7488.0,61.0,Technology,Ile-de-France,0
CUST000147,35,45657.0,0.517,37355.0,12.1,0,1,8.4,10992.0,61.0,Services,Ile-de-France,0
CUST000148,40,78446.0,0.307,23737.0,3.3,0,0,7.0,18451.0,67.0,Retail,Hauts-de-France,0
CUST000149,54,44530.0,0.764,32085.0,7.9,0,3,33.3,9845.0,63.0,Technology,Ile-de-France,0
CUST000150,44,35861.0,0.683,16291.0,9.2,1,3,21.7,2950.0,69.0,Technology,Ile-de-France,0
CUST000151,40,38800.0,0.771,13364.0,9.5,0,1,22.0,3856.0,66.0,Manufacturing,Grand Est,1
CUST000152,31,81926.0,0.584,44153.0,6.4,0,1,4.8,3764.0,72.0,Healthcare,Ile-de-France,0
CUST000153,24,60126.0,0.126,47194.0,6.0,0,0,0.5,10766.0,70.0,Manufacturing,Nouvelle-Aquitaine,0
CUST000154,37,40823.0,0.513,32697.0,11.5,0,1,12.9,2094.0,92.0,Services,Hauts-de-France,0
CUST000155,41,43462.0,0.21,27784.0,9.0,0,4,20.9,2462.0,76.0,Public sector,Hauts-de-France,0
CUST000156,61,24853.0,0.391,14446.0,10.0,0,0,27.9,0.0,60.0,Public sector,Ile-de-France,0
CUST000157,43,56507.0,0.421,28438.0,5.0,0,0,22.0,2777.0,63.0,Retail,Nouvelle-Aquitaine,0
CUST000158,53,22922.0,0.512,23243.0,9.7,0,0,27.9,311.0,73.0,Public sector,Nouvelle-Aquitaine,0
CUST000159,37,65822.0,0.193,60024.0,7.2,0,2,6.2,2367.0,71.0,Healthcare,Auvergne-Rhone-Alpes,0
CUST000160,29,50664.0,0.063,38158.0,10.8,0,0,0.5,18527.0,77.0,Retail,Hauts-de-France,0
CUST000161,31,130807.0,0.251,65798.0,4.3,0,1,5.2,4316.0,29.0,Manufacturing,Grand Est,0
CUST000162,34,30239.0,0.64,30814.0,10.4,0,0,16.0,2683.0,77.0,Retail,Ile-de-France,0
CUST000163,65,45974.0,0.042,29109.0,5.5,0,1,45.0,3320.0,90.0,Technology,Ile-de-France,0
CUST000164,33,102154.0,0.118,28926.0,10.4,0,0,10.0,16142.0,74.0,Public sector,Occitanie,0
CUST000165,51,79169.0,0.251,35953.0,7.9,0,0,33.0,17140.0,67.0,Services,Auvergne-Rhone-Alpes,0
CUST000166,32,35830.0,0.5,18942.0,6.9,0,4,6.8,2941.0,50.0,Manufacturing,Hauts-de-France,0
CUST000167,52,52734.0,0.341,38106.0,5.7,0,2,32.2,14757.0,59.0,Services,Ile-de-France,0
CUST000168,46,48040.0,0.161,31244.0,6.5,0,2,18.5,17502.0,63.0,Manufacturing,Ile-de-France,0
CUST000169,40,54034.0,0.136,21409.0,5.2,0,1,12.2,15402.0,71.0,Healthcare,Occitanie,0
CUST000170,42,35793.0,0.34,13817.0,5.6,0,0,13.3,1418.0,69.0,Services,Grand Est,0
CUST000171,35,46233.0,0.511,30327.0,8.9,0,1,0.5,9595.0,62.0,Manufacturing,Ile-de-France,1
CUST000172,47,24533.0,0.579,19854.0,2.0,0,1,29.0,2552.0,72.0,Services,Hauts-de-France,0
CUST000173,37,50803.0,0.513,34304.0,10.3,0,0,8.5,15751.0,73.0,Healthcare,Auvergne-Rhone-Alpes,0
CUST000174,29,57986.0,0.614,29142.0,10.4,1,2,0.5,8644.0,50.0,Technology,Ile-de-France,0
CUST000175,28,43627.0,0.64,34748.0,5.8,0,2,0.5,8510.0,76.0,Technology,Nouvelle-Aquitaine,0
CUST000176,44,24358.0,0.468,26829.0,7.4,0,0,17.9,7291.0,85.0,Services,Ile-de-France,0
CUST000177,59,72703.0,0.317,28817.0,3.6,0,0,41.0,14016.0,64.0,Technology,Occitanie,0
CUST000178,44,55941.0,0.417,41909.0,8.5,0,2,26.0,15689.0,85.0,Technology,Ile-de-France,0
CUST000179,41,35385.0,0.305,17067.0,3.9,0,0,6.9,3064.0,51.0,Technology,Nouvelle-Aquitaine,0
CUST000180,45,42664.0,0.578,21117.0,0.6,0,1,18.1,7079.0,53.0,Manufacturing,Ile-de-France,0
CUST000181,56,25557.0,0.779,34770.0,13.2,0,2,25.3,0.0,42.0,Construction,Hauts-de-France,0
CUST000182,44,31203.0,0.681,33163.0,3.3,0,2,24.4,4392.0,78.0,Services,Grand Est,0
CUST000183,37,38295.0,0.358,20227.0,6.4,0,0,13.6,1969.0,79.0,Retail,Auvergne-Rhone-Alpes,0
CUST000184,54,80410.0,0.679,43563.0,7.6,0,1,25.5,29948.0,65.0,Public sector,Auvergne-Rhone-Alpes,0
CUST000185,47,36694.0,0.429,10161.0,8.9,0,0,22.4,,72.0,Retail,Grand Est,0
CUST000186,59,62809.0,0.069,41760.0,6.8,0,0,31.4,18585.0,74.0,Construction,Ile-de-France,0
CUST000187,44,38287.0,0.548,14156.0,8.0,0,2,26.0,8474.0,64.0,Technology,Hauts-de-France,0
CUST000188,29,53268.0,0.551,38670.0,5.7,0,0,7.0,7132.0,53.0,Construction,Nouvelle-Aquitaine,1
CUST000189,27,45232.0,0.117,15766.0,2.3,0,0,5.7,13100.0,63.0,Manufacturing,Grand Est,0
CUST000190,60,69261.0,0.115,52890.0,6.6,0,0,20.3,12588.0,50.0,Healthcare,Ile-de-France,0
CUST000191,61,38343.0,0.245,32894.0,9.6,0,0,35.6,7185.0,64.0,Healthcare,Ile-de-France,0
CUST000192,40,24797.0,0.536,10795.0,3.5,0,1,22.0,9501.0,83.0,Manufacturing,Auvergne-Rhone-Alpes,0
CUST000193,38,26864.0,0.426,23488.0,7.6,0,2,20.0,4903.0,52.0,Services,Ile-de-France,0
CUST000194,58,38391.0,0.279,34254.0,17.7,0,1,22.8,5988.0,68.0,Retail,Ile-de-France,0
CUST000195,30,28406.0,0.496,10796.0,6.4,0,1,3.3,667.0,66.0,Services,Grand Est,1
CUST000196,32,57025.0,0.119,48938.0,6.6,0,1,0.5,5683.0,64.0,Public sector,Ile-de-France,0
CUST000197,49,39471.0,0.178,23272.0,2.1,1,3,31.0,4080.0,62.0,Services,Ile-de-France,0
CUST000198,38,130130.0,0.044,79409.0,3.2,0,0,14.3,50029.0,87.0,Healthcare,Ile-de-France,0
CUST000199,42,23135.0,0.647,21161.0,3.9,0,1,12.8,3247.0,61.0,Manufacturing,Auvergne-Rhone-Alpes,0
CUST000200,40,52286.0,0.214,23022.0,9.3,0,0,15.2,2779.0,69.0,Services,Nouvelle-Aquitaine,0
CUST000201,46,29888.0,0.714,10606.0,3.6,0,1,6.7,3673.0,88.0,Public sector,Ile-de-France,1
CUST000202,57,39016.0,0.578,22742.0,1.6,0,3,26.0,4549.0,52.0,Retail,Hauts-de-France,1
CUST000203,43,50937.0,0.46,45237.0,8.4,0,1,18.2,11193.0,49.0,Technology,Hauts-de-France,1
CUST000204,49,18075.0,0.692,19002.0,4.2,1,1,28.7,3704.0,78.0,Manufacturing,Ile-de-France,0
CUST000205,21,53020.0,0.165,27751.0,2.2,0,0,0.5,17149.0,58.0,Retail,Hauts-de-France,0
CUST000206,41,106743.0,0.429,53995.0,10.0,0,3,13.9,4361.0,72.0,Services,Auvergne-Rhone-Alpes,0
CUST000207,33,39676.0,0.453,17361.0,5.3,0,0,13.6,2320.0,53.0,Technology,Auvergne-Rhone-Alpes,0
CUST000208,29,53534.0,0.229,45519.0,8.9,0,0,0.5,5112.0,61.0,Retail,Grand Est,0
CUST000209,32,73823.0,0.199,29813.0,2.1,0,0,8.3,29150.0,47.0,Healthcare,Grand Est,0
CUST000210,38,44806.0,0.746,43494.0,1.1,0,1,13.4,3514.0,65.0,Technology,Auvergne-Rhone-Alpes,1
CUST000211,52,37607.0,0.495,16672.0,7.2,1,2,34.0,5483.0,47.0,Retail,Nouvelle-Aquitaine,1
CUST000212,27,18456.0,0.441,3000.0,3.1,0,0,0.7,8287.0,47.0,Services,Ile-de-France,0
CUST000213,42,62829.0,0.285,26783.0,7.1,0,1,16.1,8115.0,52.0,Retail,Nouvelle-Aquitaine,1
CUST000214,37,45772.0,0.103,29135.0,7.2,0,0,16.7,15758.0,30.0,Healthcare,Occitanie,0
CUST000215,38,31371.0,0.208,15121.0,6.7,0,0,5.7,2503.0,37.0,Manufacturing,Ile-de-France,0
CUST000216,53,50621.0,0.326,44044.0,12.0,0,0,26.8,15608.0,67.0,Retail,Grand Est,0
CUST000217,48,37564.0,0.151,30625.0,26.0,0,0,20.5,7486.0,58.0,Manufacturing,Occitanie,0
CUST000218,57,38446.0,0.282,16837.0,8.3,0,1,31.2,0.0,38.0,Manufacturing,Ile-de-France,0
CUST000219,40,61920.0,0.225,42165.0,17.6,1,0,19.7,10289.0,72.0,Technology,Hauts-de-France,0
CUST000220,34,27360.0,0.419,14728.0,5.4,0,0,12.0,2852.0,44.0,Retail,Hauts-de-France,0
CUST000221,40,74520.0,0.084,46812.0,2.7,0,0,10.9,11465.0,66.0,Retail,Auvergne-Rhone-Alpes,0
CUST000222,45,26687.0,0.41,25021.0,4.3,0,2,20.8,1382.0,57.0,Services,Nouvelle-Aquitaine,0
CUST000223,44,36338.0,0.622,34296.0,5.6,0,1,26.0,11197.0,59.0,Technology,Hauts-de-France,0
CUST000224,30,107645.0,0.407,79136.0,12.0,0,0,0.5,44379.0,63.0,Technology,Grand Est,0
CUST000225,43,77068.0,0.283,44030.0,6.9,0,0,18.8,7084.0,95.0,Services,Ile-de-France,0
CUST000226,45,50009.0,0.277,28497.0,12.3,0,2,18.9,13293.0,48.0,Services,Occitanie,0
CUST000227,70,32336.0,0.158,13246.0,5.1,0,1,44.7,5030.0,67.0,Technology,Hauts-de-France,1
CUST000228,63,38433.0,0.337,27471.0,4.7,0,0,29.0,3505.0,67.0,Retail,Grand Est,0
CUST000229,33,49500.0,0.243,12708.0,2.1,0,0,15.0,8976.0,40.0,Manufacturing,Ile-de-France,0
CUST000230,39,48762.0,0.167,20183.0,18.1,0,0,9.7,5868.0,37.0,Services,Nouvelle-Aquitaine,0
CUST000231,26,46203.0,0.254,42774.0,8.0,0,0,6.6,2878.0,51.0,Services,Hauts-de-France,1
CUST000232,36,47382.0,0.428,47521.0,7.7,0,1,7.6,16464.0,64.0,Manufacturing,Ile-de-France,0
CUST000233,45,43867.0,0.394,12621.0,5.8,0,0,16.6,7884.0,54.0,Services,Auvergne-Rhone-Alpes,0
CUST000234,55,26195.0,0.268,21368.0,7.1,0,0,36.7,7144.0,50.0,Manufacturing,Nouvelle-Aquitaine,0
CUST000235,34,38639.0,0.326,37978.0,2.6,0,0,14.5,5469.0,69.0,Retail,Nouvelle-Aquitaine,0
CUST000236,35,70481.0,0.454,26031.0,8.9,1,1,11.1,5321.0,48.0,Services,Occitanie,0
